epi_year,epi_week,target,municipio,tests,positives,negatives,positivity
2021,11,sars_cov_2,JUINA,129,42,87,0.3255813953488372
2021,11,sars_cov_2,JURUENA,47,33,14,0.7021276595744681
2021,11,sars_cov_2,JUSCIMEIRA,55,24,31,0.4363636363636363
2021,11,sars_cov_2,JUSSARA,1,1,0,1.0
2021,11,sars_cov_2,LAGES,1,0,1,0.0
2021,11,sars_cov_2,LAJEADO,1,0,1,0.0
2021,11,sars_cov_2,LAMBARI D''OESTE,25,6,19,0.24
2021,11,sars_cov_2,LIMEIRA,1,0,1,0.0
2021,11,sars_cov_2,LIVRAMENTO DE NOSSA SENHORA,1,0,1,0.0
2021,11,sars_cov_2,LONDRINA,3,2,1,0.6666666666666666
2021,11,sars_cov_2,LUCAS DO RIO VERDE,294,73,221,0.2482993197278911
2021,11,sars_cov_2,MACAPA,1,1,0,1.0
2021,11,sars_cov_2,MACAUBAS,1,0,1,0.0
2021,11,sars_cov_2,MACEIO,1,1,0,1.0
2021,11,sars_cov_2,MAE DO RIO,1,1,0,1.0
2021,11,sars_cov_2,MAGE,1,1,0,1.0
2021,11,sars_cov_2,MANAUS,3,1,2,0.3333333333333333
2021,11,sars_cov_2,MARCELANDIA,130,54,76,0.4153846153846154
2021,11,sars_cov_2,MARIBONDO,1,0,1,0.0
2021,11,sars_cov_2,MARINGA,2,0,2,0.0
2021,11,sars_cov_2,MARITUBA,1,1,0,1.0
2021,11,sars_cov_2,MARMELEIRO,1,0,1,0.0
2021,11,sars_cov_2,MATINHOS,1,0,1,0.0
2021,11,sars_cov_2,MATOES,1,0,1,0.0
2021,11,sars_cov_2,MATUPA,141,47,94,0.3333333333333333
2021,11,sars_cov_2,MEDIANEIRA,1,1,0,1.0
2021,11,sars_cov_2,MINEIROS,3,1,2,0.3333333333333333
2021,11,sars_cov_2,MIRA ESTRELA,1,1,0,1.0
2021,11,sars_cov_2,MIRACEMA DO TOCANTINS,1,1,0,1.0
2021,11,sars_cov_2,MIRASSOL D''OESTE,105,38,67,0.3619047619047619
2021,11,sars_cov_2,MOEMA,1,1,0,1.0
2021,11,sars_cov_2,MONTES CLAROS,1,1,0,1.0
2021,11,sars_cov_2,NAVIRAI,1,0,1,0.0
2021,11,sars_cov_2,NOBRES,134,32,102,0.2388059701492537
2021,11,sars_cov_2,NORTELANDIA,29,12,17,0.4137931034482758
2021,11,sars_cov_2,NOSSA SENHORA DO LIVRAMENTO,96,39,57,0.40625
2021,11,sars_cov_2,NOVA BANDEIRANTES,33,28,5,0.8484848484848485
2021,11,sars_cov_2,NOVA BRASILANDIA,54,28,26,0.5185185185185185
2021,11,sars_cov_2,NOVA CANAA,1,0,1,0.0
2021,11,sars_cov_2,NOVA CANAA DO NORTE,101,38,63,0.3762376237623762
2021,11,sars_cov_2,NOVA GUARITA,108,43,65,0.3981481481481481
2021,11,sars_cov_2,NOVA LACERDA,58,22,36,0.3793103448275862
2021,11,sars_cov_2,NOVA MARILANDIA,8,4,4,0.5
2021,11,sars_cov_2,NOVA MARINGA,63,34,29,0.5396825396825397
2021,11,sars_cov_2,NOVA MONTE VERDE,146,113,33,0.773972602739726
2021,11,sars_cov_2,NOVA MUTUM,364,83,281,0.228021978021978
2021,11,sars_cov_2,NOVA NAZARE,17,7,10,0.4117647058823529
2021,11,sars_cov_2,NOVA OLIMPIA,51,10,41,0.196078431372549
2021,11,sars_cov_2,NOVA SANTA HELENA,89,41,48,0.4606741573033708
2021,11,sars_cov_2,NOVA UBIRATA,37,9,28,0.2432432432432432
2021,11,sars_cov_2,NOVA UNIAO,1,0,1,0.0
2021,11,sars_cov_2,NOVA XAVANTINA,67,23,44,0.3432835820895522
2021,11,sars_cov_2,NOVO HORIZONTE DO NORTE,1,1,0,1.0
2021,11,sars_cov_2,NOVO HORIZONTE DO OESTE,1,0,1,0.0
2021,11,sars_cov_2,NOVO HORIZONTE DO SUL,1,0,1,0.0
2021,11,sars_cov_2,NOVO MUNDO,29,6,23,0.2068965517241379
2021,11,sars_cov_2,NOVO SAO JOAQUIM,23,8,15,0.3478260869565217
2021,11,sars_cov_2,PACAJA,1,1,0,1.0
2021,11,sars_cov_2,PALMAS,4,2,2,0.5
2021,11,sars_cov_2,PARANA,1,1,0,1.0
2021,11,sars_cov_2,PARANACITY,1,0,1,0.0
2021,11,sars_cov_2,PARANAIBA,1,1,0,1.0
2021,11,sars_cov_2,PARANAITA,117,98,19,0.8376068376068376
2021,11,sars_cov_2,PARANATINGA,74,23,51,0.3108108108108108
2021,11,sars_cov_2,PARAUAPEBAS,1,1,0,1.0
2021,11,sars_cov_2,PARNAMIRIM,1,0,1,0.0
2021,11,sars_cov_2,PARNARAMA,1,1,0,1.0
2021,11,sars_cov_2,PASSA QUATRO,1,1,0,1.0
2021,11,sars_cov_2,PATO BRANCO,1,0,1,0.0
2021,11,sars_cov_2,PATOS DE MINAS,1,1,0,1.0
2021,11,sars_cov_2,PAULO RAMOS,1,1,0,1.0
2021,11,sars_cov_2,PEDRA PRETA,5,1,4,0.2
2021,11,sars_cov_2,PEDRO AFONSO,1,1,0,1.0
2021,11,sars_cov_2,PEDRO GOMES,2,0,2,0.0
2021,11,sars_cov_2,PEIXOTO DE AZEVEDO,151,61,90,0.4039735099337748
2021,11,sars_cov_2,PERDOES,1,1,0,1.0
2021,11,sars_cov_2,PEREIRA BARRETO,1,0,1,0.0
2021,11,sars_cov_2,PILAR,1,0,1,0.0
2021,11,sars_cov_2,PINDARE-MIRIM,2,1,1,0.5
2021,11,sars_cov_2,PINHEIRO,1,1,0,1.0
2021,11,sars_cov_2,PIRACAIA,1,1,0,1.0
2021,11,sars_cov_2,PLANALTO DA SERRA,2,0,2,0.0
2021,11,sars_cov_2,POCONE,360,86,274,0.2388888888888889
2021,11,sars_cov_2,POMERODE,1,1,0,1.0
2021,11,sars_cov_2,PONTA PORA,2,0,2,0.0
2021,11,sars_cov_2,PONTAL DO ARAGUAIA,17,9,8,0.5294117647058824
2021,11,sars_cov_2,PONTE BRANCA,10,7,3,0.7
2021,11,sars_cov_2,PONTES E LACERDA,326,143,183,0.4386503067484663
2021,11,sars_cov_2,PORANGATU,1,1,0,1.0
2021,11,sars_cov_2,PORTEIRINHA,1,1,0,1.0
2021,11,sars_cov_2,PORTO ALEGRE DO NORTE,16,8,8,0.5
2021,11,sars_cov_2,PORTO DOS GAUCHOS,1,0,1,0.0
2021,11,sars_cov_2,PORTO ESPERIDIAO,62,13,49,0.2096774193548387
2021,11,sars_cov_2,PORTO ESTRELA,2,0,2,0.0
2021,11,sars_cov_2,PORTO LUCENA,1,0,1,0.0
2021,11,sars_cov_2,PORTO NACIONAL,1,1,0,1.0
2021,11,sars_cov_2,PORTO VELHO,8,3,5,0.375
2021,11,sars_cov_2,POXOREO,8,2,6,0.25
2021,11,sars_cov_2,PRADO FERREIRA,1,0,1,0.0
2021,11,sars_cov_2,PRESIDENTE DUTRA,1,0,1,0.0
2021,11,sars_cov_2,PRESIDENTE MEDICI,2,0,2,0.0
2021,11,sars_cov_2,PRESIDENTE PRUDENTE,3,2,1,0.6666666666666666
2021,11,sars_cov_2,PRESIDENTE VENCESLAU,1,1,0,1.0
2021,11,sars_cov_2,PRIMAVERA DO LESTE,78,21,57,0.2692307692307692
2021,11,sars_cov_2,QUATRO BARRAS,1,1,0,1.0
2021,11,sars_cov_2,QUERENCIA,79,41,38,0.5189873417721519
2021,11,sars_cov_2,RESERVA DO CABACAL,3,0,3,0.0
2021,11,sars_cov_2,RIBEIRAO CASCALHEIRA,166,74,92,0.4457831325301205
2021,11,sars_cov_2,RIBEIRAO PRETO,2,1,1,0.5
2021,11,sars_cov_2,RIO BRANCO,32,7,25,0.21875
2021,11,sars_cov_2,RIO DE JANEIRO,3,1,2,0.3333333333333333
2021,11,sars_cov_2,RIO LARGO,2,0,2,0.0
2021,11,sars_cov_2,ROLANDIA,1,0,1,0.0
2021,11,sars_cov_2,ROLIM DE MOURA,2,2,0,1.0
2021,11,sars_cov_2,RONDONOPOLIS,922,232,675,0.2516268980477223
2021,11,sars_cov_2,ROSARIO OESTE,89,28,61,0.3146067415730337
2021,11,sars_cov_2,SALTO,1,0,1,0.0
2021,11,sars_cov_2,SALTO DO CEU,15,5,10,0.3333333333333333
2021,11,sars_cov_2,SALVADOR,2,2,0,1.0
2021,11,sars_cov_2,SANTA BARBARA D''OESTE,1,0,1,0.0
2021,11,sars_cov_2,SANTA CARMEM,68,21,47,0.3088235294117647
2021,11,sars_cov_2,SANTA FE DE GOIAS,1,0,1,0.0
2021,11,sars_cov_2,SANTA FE DO SUL,2,0,2,0.0
2021,11,sars_cov_2,SANTA HELENA,1,0,1,0.0
2021,11,sars_cov_2,SANTA IZABEL DO OESTE,1,1,0,1.0
2021,11,sars_cov_2,SANTA LUZIA DO NORTE,1,0,1,0.0
2021,11,sars_cov_2,SANTA LUZIA DO PARUA,1,0,1,0.0
2021,11,sars_cov_2,SANTA MARIA,2,0,2,0.0
2021,11,sars_cov_2,SANTA RITA DO ARAGUAIA,8,3,5,0.375
2021,11,sars_cov_2,SANTA RITA DO TRIVELATO,18,8,10,0.4444444444444444
2021,11,sars_cov_2,SANTA TEREZINHA,23,3,20,0.1304347826086956
2021,11,sars_cov_2,SANTANA DO IPANEMA,1,1,0,1.0
2021,11,sars_cov_2,SANTO AFONSO,2,2,0,1.0
2021,11,sars_cov_2,SANTO ANDRE,1,1,0,1.0
2021,11,sars_cov_2,SANTO ANTONIO DO LESTE,2,0,2,0.0
2021,11,sars_cov_2,SANTO ANTONIO DO LEVERGER,94,35,59,0.3723404255319149
2021,11,sars_cov_2,SAO BENTO,1,0,1,0.0
2021,11,sars_cov_2,SAO BERNARDINO,1,1,0,1.0
2021,11,sars_cov_2,SAO CARLOS,1,0,1,0.0
2021,11,sars_cov_2,SAO FELIX DO ARAGUAIA,1,0,1,0.0
2021,11,sars_cov_2,SAO FRANCISCO DE SALES,1,0,1,0.0
2021,11,sars_cov_2,SAO GABRIEL DO OESTE,1,1,0,1.0
2021,11,sars_cov_2,SAO JOAO DA VARJOTA,1,0,1,0.0
2021,11,sars_cov_2,SAO JOAO NEPOMUCENO,1,0,1,0.0
2021,11,sars_cov_2,SAO JOSE DO EGITO,1,1,0,1.0
2021,11,sars_cov_2,SAO JOSE DO JACURI,1,0,1,0.0
2021,11,sars_cov_2,SAO JOSE DO POVO,4,2,2,0.5
2021,11,sars_cov_2,SAO JOSE DO RIO CLARO,87,32,55,0.367816091954023
2021,11,sars_cov_2,SAO JOSE DO RIO PRETO,1,0,1,0.0
2021,11,sars_cov_2,SAO JOSE DOS QUATRO MARCOS,62,16,46,0.2580645161290322
2021,11,sars_cov_2,SAO LUIS,1,1,0,1.0
2021,11,sars_cov_2,SAO LUIZ GONZAGA,1,0,1,0.0
2021,11,sars_cov_2,SAO MATEUS DO MARANHAO,1,0,1,0.0
2021,11,sars_cov_2,SAO PAULO,11,3,8,0.2727272727272727
2021,11,sars_cov_2,SAO PEDRO DA CIPA,4,1,3,0.25
2021,11,sars_cov_2,SAO ROQUE,1,0,1,0.0
2021,11,sars_cov_2,SAO SIMAO,1,1,0,1.0
2021,11,sars_cov_2,SAPEZAL,193,65,128,0.3367875647668393
2021,11,sars_cov_2,SAPUCAIA DO SUL,1,0,1,0.0
2021,11,sars_cov_2,SCHROEDER,1,1,0,1.0
2021,11,sars_cov_2,SENADOR CANEDO,1,0,1,0.0
2021,11,sars_cov_2,SERINGUEIRAS,1,1,0,1.0
2021,11,sars_cov_2,SETE QUEDAS,1,0,1,0.0
2021,11,sars_cov_2,SIDROLANDIA,1,1,0,1.0
2021,11,sars_cov_2,SINOP,554,195,359,0.351985559566787
2021,11,sars_cov_2,SONORA,2,0,2,0.0
2021,11,sars_cov_2,SOROCABA,1,0,1,0.0
2021,11,sars_cov_2,SORRISO,445,127,318,0.2853932584269663
2021,11,sars_cov_2,SOURE,1,0,1,0.0
2021,11,sars_cov_2,SUMARE,1,1,0,1.0
2021,11,sars_cov_2,TABAPORA,4,3,1,0.75
2021,11,sars_cov_2,TACURU,1,1,0,1.0
2021,11,sars_cov_2,TANGARA DA SERRA,330,113,217,0.3424242424242424
2021,11,sars_cov_2,TAPURAH,165,26,139,0.1575757575757575
2021,11,sars_cov_2,TATUI,1,1,0,1.0
2021,11,sars_cov_2,TEFE,1,0,1,0.0
2021,11,sars_cov_2,TEIXEIRA DE FREITAS,2,1,1,0.5
2021,11,sars_cov_2,TEOTONIO VILELA,3,1,2,0.3333333333333333
2021,11,sars_cov_2,TERESINA,1,0,1,0.0
2021,11,sars_cov_2,TERRA NOVA DO NORTE,66,21,45,0.3181818181818182
2021,11,sars_cov_2,TESOURO,18,2,16,0.1111111111111111
2021,11,sars_cov_2,TIMON,1,0,1,0.0
2021,11,sars_cov_2,TRES DE MAIO,1,1,0,1.0
2021,11,sars_cov_2,TRES LAGOAS,4,2,1,0.5
2021,11,sars_cov_2,TRINDADE,2,1,1,0.5
2021,11,sars_cov_2,UBERLANDIA,5,1,4,0.2
2021,11,sars_cov_2,UNIAO,1,0,1,0.0
2021,11,sars_cov_2,UNIAO DO SUL,55,20,35,0.3636363636363636
2021,11,sars_cov_2,UNIAO PAULISTA,1,0,1,0.0
2021,11,sars_cov_2,URBANO SANTOS,1,0,1,0.0
2021,11,sars_cov_2,VALE DE SAO DOMINGOS,51,23,28,0.4509803921568627
2021,11,sars_cov_2,VALPARAISO,1,1,0,1.0
2021,11,sars_cov_2,VARGEM GRANDE,1,1,0,1.0
2021,11,sars_cov_2,VARZEA GRANDE,1230,395,835,0.3211382113821138
2021,11,sars_cov_2,VERA,1,0,1,0.0
2021,11,sars_cov_2,VERA CRUZ DO OESTE,1,0,1,0.0
2021,11,sars_cov_2,VICOSA,1,1,0,1.0
2021,11,sars_cov_2,VILA BELA DA SANTISSIMA TRINDADE,163,54,109,0.3312883435582822
2021,11,sars_cov_2,VILHENA,5,3,2,0.6
2021,11,sars_cov_2,VISEU,1,1,0,1.0
2021,11,sars_cov_2,VITORIA DO XINGU,1,1,0,1.0
2021,11,sars_cov_2,XAMBIOA,1,0,1,0.0
2021,11,sars_cov_2,XANXERE,1,1,0,1.0
2021,11,sars_cov_2,XINGUARA,1,0,1,0.0
2021,11,toxoplasmose_igg,GUARANTA DO NORTE,1,1,0,1.0
2021,11,toxoplasmose_igm,GUARANTA DO NORTE,1,0,1,0.0
2021,11,tuberculose_cultura,CAMPO VERDE,1,0,1,0.0
2021,11,tuberculose_cultura,CLAUDIA,2,0,2,0.0
2021,11,tuberculose_cultura,COLIDER,1,0,1,0.0
2021,11,tuberculose_cultura,CUIABA,4,1,3,0.25
2021,11,tuberculose_cultura,TANGARA DA SERRA,1,0,1,0.0
2021,11,tuberculose_cultura,VARZEA GRANDE,1,0,1,0.0
2021,11,zika,ALTA FLORESTA,1,0,1,0.0
2021,11,zika,COLIDER,3,0,3,0.0
2021,11,zika,CUIABA,5,3,2,0.6
2021,11,zika,GUARANTA DO NORTE,1,0,0,0.0
2021,11,zika,MARCELANDIA,8,1,4,0.125
2021,11,zika,PRIMAVERA DO LESTE,13,1,11,0.0769230769230769
2021,11,zika,VARZEA GRANDE,2,0,2,0.0
2021,12,baciloscopia,VARZEA GRANDE,1,1,0,1.0
2021,12,chikungunya,ALTA FLORESTA,2,0,2,0.0
2021,12,chikungunya,CAMPO NOVO DO PARECIS,4,0,4,0.0
2021,12,chikungunya,COLIDER,2,1,1,0.5
2021,12,chikungunya,CUIABA,4,0,4,0.0
2021,12,chikungunya,GUARANTA DO NORTE,2,0,2,0.0
2021,12,chikungunya,LUCAS DO RIO VERDE,2,0,2,0.0
2021,12,chikungunya,MARCELANDIA,11,2,9,0.1818181818181818
2021,12,chikungunya,PORTO ESPERIDIAO,2,1,1,0.5
2021,12,chikungunya,SINOP,2,0,2,0.0
2021,12,chikungunya,SORRISO,2,0,2,0.0
2021,12,chikungunya,VARZEA GRANDE,4,1,3,0.25
2021,12,citomegalovirus_igg,GUARANTA DO NORTE,1,1,0,1.0
2021,12,citomegalovirus_igm,GUARANTA DO NORTE,1,0,1,0.0
2021,12,dengue,ALTA FLORESTA,16,8,7,0.5
2021,12,dengue,CACERES,2,2,0,1.0
2021,12,dengue,CAMPO NOVO DO PARECIS,13,3,9,0.2307692307692307
2021,12,dengue,COLIDER,1,1,0,1.0
2021,12,dengue,CORUMBA,1,0,0,0.0
2021,12,dengue,CUIABA,15,6,9,0.4
2021,12,dengue,FORTALEZA,1,0,1,0.0
2021,12,dengue,JALES,1,1,0,1.0
2021,12,dengue,JUSCIMEIRA,1,0,1,0.0
2021,12,dengue,LUCAS DO RIO VERDE,4,0,4,0.0
2021,12,dengue,MARCELANDIA,14,6,8,0.4285714285714285
2021,12,dengue,MIRASSOL D''OESTE,6,2,4,0.3333333333333333
2021,12,dengue,NOSSA SENHORA DO LIVRAMENTO,2,0,2,0.0
2021,12,dengue,PORTO ESPERIDIAO,2,2,0,1.0
2021,12,dengue,TANGARA DA SERRA,7,3,4,0.4285714285714285
2021,12,dengue,UNIAO DO SUL,2,0,1,0.0
2021,12,dengue,VARZEA GRANDE,7,0,7,0.0
2021,12,hepatite_a,NOVA MUTUM,2,1,1,0.5
2021,12,hepatite_b_hbv,AGUA BOA,1,1,0,1.0
2021,12,hepatite_b_hbv,ALTA FLORESTA,2,2,0,1.0
2021,12,hepatite_b_hbv,ALTO PARAGUAI,1,0,1,0.0
2021,12,hepatite_b_hbv,CAMPO NOVO DO PARECIS,6,4,2,0.6666666666666666
2021,12,hepatite_b_hbv,CAMPO VERDE,1,1,0,1.0
2021,12,hepatite_b_hbv,CANARANA,3,1,2,0.3333333333333333
2021,12,hepatite_b_hbv,CLAUDIA,1,1,0,1.0
2021,12,hepatite_b_hbv,CUIABA,6,5,1,0.8333333333333334
2021,12,hepatite_b_hbv,JUINA,4,2,2,0.5
2021,12,hepatite_b_hbv,JURUENA,7,4,3,0.5714285714285714
2021,12,hepatite_b_hbv,NOVA MUTUM,3,1,2,0.3333333333333333
2021,12,hepatite_b_hbv,PARANAITA,1,0,1,0.0
2021,12,hepatite_b_hbv,SORRISO,1,1,0,1.0
2021,12,hepatite_c_hcv,AGUA BOA,1,0,1,0.0
2021,12,hepatite_c_hcv,CACERES,1,0,1,0.0
2021,12,hepatite_c_hcv,CAMPO NOVO DO PARECIS,1,0,1,0.0
2021,12,hepatite_c_hcv,CANARANA,1,0,1,0.0
2021,12,hepatite_c_hcv,JUINA,1,0,1,0.0
2021,12,hepatite_c_hcv,JURUENA,1,0,1,0.0
2021,12,hepatite_c_hcv,NOVA MUTUM,1,0,1,0.0
2021,12,hepatite_c_hcv,VARZEA GRANDE,1,0,1,0.0
2021,12,hiv,CUIABA,8,2,0,0.25
2021,12,leishmaniose_visceral_humana_teste_rapido,MIRASSOL D''OESTE,1,0,1,0.0
2021,12,meningite_bacteriana_biologia_molecular,CUIABA,2,0,2,0.0
2021,12,neisseria_gonorrhoeae,CUIABA,1,0,1,0.0
2021,12,rifampicina,CUIABA,5,0,5,0.0
2021,12,rifampicina,SORRISO,1,0,1,0.0
2021,12,rubeola_igg,GUARANTA DO NORTE,1,1,0,1.0
2021,12,rubeola_igg,SORRISO,1,1,0,1.0
2021,12,rubeola_igm,GUARANTA DO NORTE,1,0,1,0.0
2021,12,rubeola_igm,SORRISO,1,0,1,0.0
2021,12,sars_cov_2,ACAILANDIA,1,1,0,1.0
2021,12,sars_cov_2,ACORIZAL,56,15,41,0.2678571428571428
2021,12,sars_cov_2,ADAMANTINA,1,1,0,1.0
2021,12,sars_cov_2,AGUA BOA,151,45,106,0.2980132450331126
2021,12,sars_cov_2,AGUA BRANCA,1,1,0,1.0
2021,12,sars_cov_2,ALIANCA DO TOCANTINS,1,0,1,0.0
2021,12,sars_cov_2,ALTA FLORESTA,356,255,98,0.7162921348314607
2021,12,sars_cov_2,ALTAMIRA,3,2,1,0.6666666666666666
2021,12,sars_cov_2,ALTO ARAGUAIA,71,10,61,0.1408450704225352
2021,12,sars_cov_2,ALTO GARCAS,3,2,1,0.6666666666666666
2021,12,sars_cov_2,ALTO HORIZONTE,1,0,1,0.0
2021,12,sars_cov_2,ALTO PARAGUAI,70,44,26,0.6285714285714286
2021,12,sars_cov_2,ALTO TAQUARI,101,55,46,0.5445544554455446
2021,12,sars_cov_2,AMAMBAI,2,2,0,1.0
2021,12,sars_cov_2,AMPERE,1,1,0,1.0
2021,12,sars_cov_2,ANANINDEUA,1,0,1,0.0
2021,12,sars_cov_2,ANAPOLIS,2,1,1,0.5
2021,12,sars_cov_2,APARECIDA DE GOIANIA,6,3,3,0.5
2021,12,sars_cov_2,APIACAS,184,160,23,0.8695652173913043
2021,12,sars_cov_2,ARACAJU,1,0,1,0.0
2021,12,sars_cov_2,ARACATUBA,1,0,1,0.0
2021,12,sars_cov_2,ARAGARCAS,1,0,1,0.0
2021,12,sars_cov_2,ARAPIRACA,2,0,2,0.0
2021,12,sars_cov_2,ARAPONGAS,1,1,0,1.0
2021,12,sars_cov_2,ARAPUTANGA,82,18,64,0.2195121951219512
2021,12,sars_cov_2,ARAQUARI,1,0,1,0.0
2021,12,sars_cov_2,ARARUNA,1,0,1,0.0
2021,12,sars_cov_2,ARENAPOLIS,64,14,50,0.21875
2021,12,sars_cov_2,ARIPUANA,155,35,120,0.2258064516129032
2021,12,sars_cov_2,ARIQUEMES,2,1,1,0.5
2021,12,sars_cov_2,ASSAI,2,0,2,0.0
2021,12,sars_cov_2,ASSIS,2,1,1,0.5
2021,12,sars_cov_2,ATALAIA,2,0,2,0.0
2021,12,sars_cov_2,AUGUSTINOPOLIS,1,0,1,0.0
2021,12,sars_cov_2,AUGUSTO CORREA,2,1,1,0.5
2021,12,sars_cov_2,AVARE,1,0,1,0.0
2021,12,sars_cov_2,AXIXA DO TOCANTINS,1,1,0,1.0
2021,12,sars_cov_2,BARAO DE MELGACO,39,12,27,0.3076923076923077
2021,12,sars_cov_2,BARCARENA,1,0,1,0.0
2021,12,sars_cov_2,BARRA DO BUGRES,89,28,61,0.3146067415730337
2021,12,sars_cov_2,BARRA DO GARCAS,217,76,141,0.3502304147465437
2021,12,sars_cov_2,BARRINHA,1,0,1,0.0
2021,12,sars_cov_2,BATAGUASSU,1,0,1,0.0
2021,12,sars_cov_2,BAURU,2,0,2,0.0
2021,12,sars_cov_2,BELO HORIZONTE,1,1,0,1.0
2021,12,sars_cov_2,BERTIOGA,1,0,1,0.0
2021,12,sars_cov_2,BLUMENAU,1,1,0,1.0
2021,12,sars_cov_2,BOA VISTA,4,0,4,0.0
2021,12,sars_cov_2,BOM JESUS DE GOIAS,1,0,1,0.0
2021,12,sars_cov_2,BOZANO,1,0,1,0.0
2021,12,sars_cov_2,BRANQUINHA,1,1,0,1.0
2021,12,sars_cov_2,BRASILIA,4,1,3,0.25
2021,12,sars_cov_2,BRASNORTE,119,51,68,0.4285714285714285
2021,12,sars_cov_2,CAARAPO,1,0,1,0.0
2021,12,sars_cov_2,CABO DE SANTO AGOSTINHO,1,0,1,0.0
2021,12,sars_cov_2,CACAPAVA,1,0,1,0.0
2021,12,sars_cov_2,CACERES,313,102,211,0.3258785942492013
2021,12,sars_cov_2,CACU,3,3,0,1.0
2021,12,sars_cov_2,CAFELANDIA,1,0,1,0.0
2021,12,sars_cov_2,CAIAPONIA,1,0,1,0.0
2021,12,sars_cov_2,CAIBI,1,0,1,0.0
2021,12,sars_cov_2,CAMAPUA,1,1,0,1.0
2021,12,sars_cov_2,CAMPINAPOLIS,22,7,15,0.3181818181818182
2021,12,sars_cov_2,CAMPINAS,1,0,1,0.0
2021,12,sars_cov_2,CAMPO ALEGRE,1,0,1,0.0
2021,12,sars_cov_2,CAMPO GRANDE,19,4,15,0.2105263157894736
2021,12,sars_cov_2,CAMPO MOURAO,1,1,0,1.0
2021,12,sars_cov_2,CAMPO NOVO DO PARECIS,463,216,247,0.4665226781857451
2021,12,sars_cov_2,CAMPO VERDE,109,35,74,0.3211009174311927
2021,12,sars_cov_2,CAMPOS DE JULIO,78,25,53,0.3205128205128205
2021,12,sars_cov_2,CAMPOS NOVOS,1,0,1,0.0
2021,12,sars_cov_2,CANAA DOS CARAJAS,1,0,1,0.0
2021,12,sars_cov_2,CANABRAVA DO NORTE,9,5,4,0.5555555555555556
2021,12,sars_cov_2,CANARANA,136,58,78,0.4264705882352941
2021,12,sars_cov_2,CANDEIAS DO JAMARI,1,1,0,1.0
2021,12,sars_cov_2,CANTO DO BURITI,4,0,4,0.0
2021,12,sars_cov_2,CAPANEMA,1,1,0,1.0
2021,12,sars_cov_2,CAPELA,1,1,0,1.0
2021,12,sars_cov_2,CARAMBEI,1,0,1,0.0
2021,12,sars_cov_2,CARIACICA,3,0,3,0.0
2021,12,sars_cov_2,CARLINDA,101,49,32,0.4851485148514851
2021,12,sars_cov_2,CARPINA,1,0,1,0.0
2021,12,sars_cov_2,CASCAVEL,5,2,3,0.4
2021,12,sars_cov_2,CASSILANDIA,6,1,5,0.1666666666666666
2021,12,sars_cov_2,CASTANHEIRA,40,19,21,0.475
2021,12,sars_cov_2,CASTELO,1,0,1,0.0
2021,12,sars_cov_2,CAXIAS,2,1,1,0.5
2021,12,sars_cov_2,CAXIAS DO SUL,1,0,1,0.0
2021,12,sars_cov_2,CHAPADA DOS GUIMARAES,202,83,119,0.4108910891089108
2021,12,sars_cov_2,CHAPADAO DO SUL,2,0,2,0.0
2021,12,sars_cov_2,CHAPECO,1,1,0,1.0
2021,12,sars_cov_2,CIDADE OCIDENTAL,1,0,1,0.0
2021,12,sars_cov_2,CLAUDIA,3,2,1,0.6666666666666666
2021,12,sars_cov_2,COCALINHO,23,7,16,0.3043478260869565
2021,12,sars_cov_2,COELHO NETO,2,1,1,0.5
2021,12,sars_cov_2,COLIDER,58,23,35,0.396551724137931
2021,12,sars_cov_2,COLNIZA,12,8,4,0.6666666666666666
2021,12,sars_cov_2,COLORADO DO OESTE,1,1,0,1.0
2021,12,sars_cov_2,COMODORO,134,42,92,0.3134328358208955
2021,12,sars_cov_2,CONCEICAO DO ARAGUAIA,1,0,1,0.0
2021,12,sars_cov_2,CONCEICAO DO COITE,1,1,0,1.0
2021,12,sars_cov_2,CONFRESA,79,30,49,0.379746835443038
2021,12,sars_cov_2,CONQUISTA,1,0,1,0.0
2021,12,sars_cov_2,CONQUISTA D''OESTE,24,6,18,0.25
2021,12,sars_cov_2,CORUMBA,2,0,2,0.0
2021,12,sars_cov_2,COSTA RICA,4,1,3,0.25
2021,12,sars_cov_2,COXIM,3,1,2,0.3333333333333333
2021,12,sars_cov_2,CRAIBAS,1,0,1,0.0
2021,12,sars_cov_2,CRUZ ALTA,1,0,1,0.0
2021,12,sars_cov_2,CRUZEIRO DO OESTE,1,0,1,0.0
2021,12,sars_cov_2,CRUZEIRO DO SUL,1,0,1,0.0
2021,12,sars_cov_2,CUIABA,3090,908,2182,0.2938511326860841
2021,12,sars_cov_2,CUJUBIM,1,0,1,0.0
2021,12,sars_cov_2,CURITIBA,1,0,1,0.0
2021,12,sars_cov_2,CURVELANDIA,28,13,15,0.4642857142857143
2021,12,sars_cov_2,CUSTODIA,1,1,0,1.0
2021,12,sars_cov_2,DENISE,1,0,1,0.0
2021,12,sars_cov_2,DIADEMA,2,1,1,0.5
2021,12,sars_cov_2,DIAMANTINA,1,1,0,1.0
2021,12,sars_cov_2,DIAMANTINO,253,111,142,0.4387351778656126
2021,12,sars_cov_2,DOM AQUINO,35,12,23,0.3428571428571428
2021,12,sars_cov_2,DOURADINA,1,1,0,1.0
2021,12,sars_cov_2,DOURADOS,1,0,1,0.0
2021,12,sars_cov_2,DUQUE BACELAR,2,1,1,0.5
